song,artist,youtube_id,AI_Keywords
追光者,岑寧兒,I8dndJzijxw,"夏至未至 電視原聲帶, Rush to the Dead Summer Original Television Soundtrack, 2017, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 情感敘事, Narrative, 清透嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 鋼琴主導, Piano, 弦樂編制, Strings, 浪漫, Romantic, 療癒, Healing, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 經典, Classic, 如果說你是海上的煙火, 我可以跟在你身後"
刻在我心底的名字,盧廣仲,BWQYUPsVv5M,"刻在我心底的名字, Your Name Engraved Herein, 2020, 2020年代, 2020s, Taiwan, 華語流行, Mandopop, 盧式情歌, Crowd Lu Style, 流行抒情, Pop Ballad, 情感渲染, Emotional, 清澈嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 弦樂編曲, Strings, 浪漫氛圍, Romantic, 深刻思念, Nostalgic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒系, Healing, 經典, Classic, 刻在我心底的名字, 你放心手牽手跟著我"
你的酒館對我打了烊,陳雪凝,dR-UxehZtHs,"你的酒館對我打了烊, Your Tavern Closed For Me, 2019, 2010年代, 2010s, 中國, 華語流行, Mandopop, 陳雪凝風格, Chen Xuening Style, 流行抒情, Pop Ballad, 情感敘事, Narrative, 清晰人聲, Clear Vocals, 鋼琴伴奏, Piano, 流行鼓點, Pop Drum, 傷感氛圍, Melancholic, 療癒, Healing, 浪漫, Romantic, 晚間收聽, Late Night, 經典, Classic, 你的酒館對我打了烊, 你的酒館對我打了烊"
修煉愛情,林俊傑,-oaaajR-Zt0,"因你而在, Stories Untold, 2013, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 林式情歌, JJ Lin Style, 流行抒情, Pop Ballad, 鋼琴主導, Piano, 弦樂編制, Strings, 情感渲染, Emotional, 傷感, Melancholic, 療癒, Healing, 浪漫, Romantic, 經典, Classic, 專業演唱, Professional Vocals, 敘事性, Narrative, 悸動, Heartfelt, 憑什麼要失望藏眼淚到心上, 修煉愛情的悲歡我們這些努力不簡單"
天黑請閉眼,"陳零九, 邱鋒澤",7m45vNADcm8,"天黑請閉眼, Tian Hei Qing Bi Yan, 2019, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 九澤CP, 流行抒情, Pop Ballad, 鋼琴主導, Piano, 敘事性節奏, Narrative Groove, 清亮嗓音, Clear Vocals, 情感共鳴, Emotional Resonance, 戲劇性, Dramatic, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒, Healing, 經典, Classic, 天黑請閉眼請各位玩家睜開眼睛, 狼人殺的局要怎麼贏"
綠色,陳雪凝,3vMjN6bJG-w,"綠色, Green, 2019, 2010年代, 2010s, 中國, China, 華語流行, Mandopop, 流行抒情, Pop Ballad, 情感表達, Emotional, 清澈嗓音, Clean Vocals, 鋼琴伴奏, Piano, 流行鼓點, Pop Drum, 悲傷, Sadness, 療癒, Healing, 約會, Dating, 咖啡廳, Cafe, 經典, Classic, 若不是你突然闖進我懷裡, 你說的愛我能不能相信"
有一種悲傷,A-Lin,XtxReTouWjc,"比悲傷更悲傷的故事電影原聲帶, More Than Blue Original Soundtrack, 2018, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, A-Lin式情歌, A-Lin Style, 流行抒情, Pop Ballad, 靈魂嗓音, Soulful Vocals, 強勁爆發力, Powerful Vocals, 鋼琴主導, Piano, 弦樂編制, Strings, 療癒, Healing, 情感宣洩, Cathartic, 經典, Classic, 悲傷, Sadness, 深刻, Deep, 我習慣獨自一點一點沉澱, 有一種悲傷是你義無反顧讓愛成為我身上的沈重負擔"
我期待的不是雪,張妙格,chnc478quUA,"我期待的不是雪, I expect not the snow, 2023, 2020年代, 2020s, China, 華語流行, Mandopop, 流行抒情, Pop Ballad, 悲傷情歌, Sad Ballad, 情感渲染, Emotional, 傷感, Melancholy, 鋼琴, Piano, 弦樂, Strings, 流行唱腔, Pop Vocals, 敘事性, Narrative, 療癒, Healing, 晚間氛圍, Night Mood, 深情, Passionate, 情感共鳴, Resonance, 我期待的不是雪, 是那年那場雪"
擱淺,周杰倫,6MZTlHZtNdo,"七里香, Common Jasmine Orange, 2004, 2000年代, 2000s, 台灣, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, 搖滾抒情, Rock Ballad, 清澈嗓音, Clean Vocals, 鋼琴伴奏, Piano, 搖滾鼓組, Drums, 敘事感, Narrative, 經典, Classic, 療癒, Healing, 浪漫, Romantic, 約會, Dating, 咖啡廳, Cafe, 詩意氛圍, Poetic, 滄桑情感, Melancholic, 舊影子甩不掉愛你的我, 擱淺的愛我跌入這破碎帶"
天黑黑,孫燕姿,CoXarNJwIM0,"孫燕姿同名專輯, Yan Zi Sun, 2000, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 孫燕姿風格, Sun Yan Zi Style, 流行抒情, Pop Ballad, 民謠流行, Folk Pop, 清澈嗓音, Clean Vocals, 獨特聲線, Distinctive Timbre, 鋼琴伴奏, Piano, 經典, Classic, 療癒, Healing, 懷舊, Nostalgia, 抒情氛圍, Sentimental, 情感細膩, Emotional, 我的小時候吵鬧任性時不懂事, 天黑黑欲落雨天黑黑黑黑"
漂向北方,"黃明志, 王力宏",4Zk3j49y7mg,"亞洲通車, Asianாலே, 2017, 2010年代, 2010s, 馬來西亞, 華語流行, Mandopop, 黃明志風格, Namewee Style, 王力宏風格, Leehom Wang Style, 嘻哈, Hip Hop, 流行抒情, Pop Ballad, 說唱, Rap, 強力男聲, Powerful Vocals, 情感渲染, Emotional Delivery, 鋼琴, Piano, 鼓組, Drums, 電子合成器, Synthesizer, 都市寫實, Urban Realism, 漂泊, Wanderlust, 社會議題, Social Commentary, 城市情感, Urban Emotion, 追夢, Dream Chasing, 奮鬥, Struggle, 經典, Classic, 漂向北方別問我國家太謙虛, 漂向北方別問我國家太謙虛"
告白氣球,周杰倫,vLTfzEhd7ss,"周杰倫的床邊故事, Jay Chou's Bedtime Stories, 2016, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, R&B, 流行抒情, Pop Ballad, 節奏流行, Upbeat, 清澈嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 吉他編曲, Acoustic Guitar, 浪漫氛圍, Romantic, 甜蜜, Sweet, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒, Healing, 經典, Classic, 塞納河畔左岸的咖啡, 親愛的愛上你從那天起"
Queencard,i-dle,qn0pGw6Iw3Q,"I feel, I feel, 2023, 2020年代, 2020s, South Korea, K-pop, Dance-pop, Electropop, Hip-hop, 強勁節奏, High Energy, 力量感人聲, Powerful Vocals, 節奏感, Groove, 電子合成器, Synthesizer, 低音炮, Bassline, 現代感, Modern, 派對, Party, 自信, Confidence, 活力, Energetic, 流行時尚, Fashion, 俱樂部, Club, 舞台表演, Performance, 躍動, Dynamic, 嗆辣風格, Fierce, Hey, I am a Queencard, Why you look so thirsty"
永不失聯的愛,周興哲,U2vJs5gxrLA,"你好，終於了解，終於了解, 2017, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 周氏情歌, Eric Chou Style, 流行抒情, Pop Ballad, 鋼琴流行, Piano Pop, 磁性嗓音, Magnetic Vocals, 氣聲唱法, Airy Vocals, 鋼琴編曲, Piano, 弦樂編制, Strings, 浪漫氛圍, Romantic, 深刻情感, Emotional, 傷感, Melancholic, 療癒系, Healing, 經典, Classic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 你還記得嗎, 一個你我曾守候的夜晚"
嘉賓,張遠,cL_xbqlflno,"嘉賓, Guest, 2020, 2020年代, 2020s, 中國, 華語流行, Mandopop, 張遠式抒情, Zhang Yuan Style, 流行抒情, Pop Ballad, 鋼琴主導, Piano, 弦樂編制, Strings, 深情演唱, Emotional Vocals, 敘事性唱法, Narrative Vocals, 婚禮, Wedding, 情感共鳴, Emotional, 療癒, Healing, 感傷, Melancholy, 懷舊, Nostalgic, 經典, Classic, 感謝你特別邀請來見證你的愛情, 我落落大方走進你的新房"
熱戀冰淇淋,苡慧,dPnSF3tf3sM,"熱戀冰淇淋, Hot Love Ice Cream, 2022, 2020年代, 2020s, China, 華語流行, Mandopop, 流行音樂, Pop, 甜美嗓音, Sweet Vocals, 清亮人聲, Clear Vocals, 電子合成器, Synthesizer, 鼓組節奏, Drum Beats, 浪漫, Romantic, 甜蜜, Sweet, 約會, Dating, 婚禮, Wedding, 派對, Party, 咖啡廳, Cafe, 陽光, Sunny, 活力, Energetic, 看著你眨眼表情像在說愛我, 想和你一起去流浪在熱戀冰淇淋裡徜徉"
以後別做朋友,周興哲,c9P_lSnPSP8,"學霸, My Way To Love, 2014, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 周氏情歌, Eric Chou Style, 流行抒情, Pop Ballad, 情感表達, Emotional, 清澈嗓音, Clean Vocals, 鋼琴伴奏, Piano, 弦樂編曲, Strings, 療癒系, Healing, 浪漫, Romantic, 經典, Classic, 傷感, Melancholy, 追憶, Nostalgic, 告別, Farewell, 習慣聽你分享生活細節, 以後別做朋友朋友不能傾訴"
紅蓮華,LiSA (織部里沙),Ph1a-k13Hsg,"紅蓮華, Gurenge, 2019, 2010年代, 2010s, 日本, J-Pop, 動漫搖滾, Anime Rock, 硬搖滾, Hard Rock, 高亢嗓音, Powerful Vocals, 爆發力, Dynamic, 雙踏鼓點, Double Bass Drum, 電吉他獨奏, Electric Guitar Solo, 節奏強烈, Energetic, 激昂, Intense, 戰鬥氣氛, Battle Scene, 熱血動漫, Shonen Anime, 經典搖滾, Classic Rock, 強力節奏, Driving Rhythm, 強勢風格, LiSA Style, 強者之音, Heroic, 衝刺感, High-Speed, 強而有力的吶喊, Powerful Screams, 強風吹拂這世界, 謝謝你我曾愛過的所有一切"
少年,夢然,lWYwRKgMMcE,"少年, Youth, 2019, 2010年代, 2010s, 中國, China, 華語流行, Mandopop, 流行搖滾, Pop Rock, 勵志流行, Inspirational Pop, 強力嗓音, Powerful Vocals, 激昂唱腔, Passionate Vocals, 電子合成器, Synthesizer, 鼓組節奏, Drum Kit, 成長主題, Growth, 激勵人心, Motivational, 能量感, Energetic, 正向積極, Positivity, 奮鬥, Striving, 經典, Classic, 換掉憂鬱的行囊, 我還是從前那個少年"
十年,陳奕迅,q5vxoGF9hPU,"黑．白．灰, Black, White, Gray, 2003, 2000年代, 2000s, 香港, 華語流行, Mandopop, 陳奕迅式情歌, Eason Chan Style, 流行抒情, Pop Ballad, 渾厚嗓音, Deep Vocals, 情感渲染, Emotional Delivery, 鋼琴伴奏, Piano, 弦樂編制, Strings, 悲傷, Sadness, 懷舊, Nostalgia, 療癒, Healing, 經典, Classic, 晚風吹起花瓣落滿地，我們都已回不去, 如果那兩個字沒有顫抖，我不會發現我難受"
踏山河,是七叔呢,SjWMUhn1yxo,"踏山河, Ta Shan He, 2021, 2020年代, 2020s, China, 華語流行, Mandopop, 古風流行, Chinese Style Pop, 國風音樂, Traditional Chinese Elements, 宏大敘事, Epic Narrative, 實力唱腔, Powerful Vocals, 民族樂器, Traditional Instruments, 鼓點節奏, Percussion, 電子混音, Electronic Fusion, 勵志, Inspirational, 影視原聲, Soundtrack, 壯闊, Grand, 慷慨激昂, Passionate, 英雄氣概, Heroic, 萬里江山橫亙我胸膛, 踏山河踏破了千載荒涼"
錯位時空,艾辰,MnaHdpaeqb4,"錯位時空, Time-Space Misalignment, 2021, 2020年代, 2020s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 流行搖滾, Pop Rock, 磁性嗓音, Magnetic Vocals, 情感演繹, Emotional Delivery, 鋼琴伴奏, Piano, 鼓組節奏, Drums, 合成器, Synth, 浪漫氛圍, Romantic, 療癒, Healing, 懷舊, Nostalgic, 約會, Dating, 經典, Classic, 我吹過你吹過的晚風, 我吹過你吹過的晚風那是否看過同樣雨景"
隱形的翅膀,張韶涵,DFvrgS7tMdo,"潘朵拉, Pandora, 2006, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 張韶涵風格, Angela Chang Style, 流行抒情, Pop Ballad, 清澈嗓音, Clean Vocals, 高音域, High Pitch, 鋼琴伴奏, Piano, 弦樂編制, Strings, 激勵人心, Inspirational, 療癒, Healing, 經典, Classic, 勵志歌單, Motivational, 成長, Growth, 每一次都在徘徊孤單中堅強, 我終於看到所有夢想都開花"
Fate,i-dle,KEAqNZ6Co5k,"2, 2, 2024, 2020年代, 2020s, South Korea, K-pop, Dance-pop, Synth-pop, Alternative Rock, 獨立流行, Indie Pop, 敘事性唱腔, Narrative Vocals, 搖滾編制, Rock Arrangement, 電吉他, Electric Guitar, 貝斯線, Bassline, 節奏感, Rhythmic, 舞台演出, Stage Performance, 浪漫, Romantic, 情感共鳴, Emotional Resonance, 命運感, Fate, 青春敘事, Youth Narrative, 歌詞意境, Lyricism, 總覺得心癢癢, 在這命運般的重逢瞬間"
痴心絕對,李聖傑,jdTuTdUbSok,"痴心絕對, Devotion, 2002, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 李聖傑式情歌, Sam Lee Style, 流行抒情, Pop Ballad, 鋼琴伴奏, Piano, 弦樂編制, Strings, 悲傷敘事, Melancholic, 戲劇性張力, Dramatic, 經典情歌, Classic, 卡拉OK熱門, Karaoke, 療癒, Healing, 失戀, Heartbreak, 苦情, Bitter, 深情, Soulful, 情感爆發, Powerful Vocals, 為了愛夢一生, 明知道讓你離開他的世界不可能會我總是在為你等待"
青花瓷,周杰倫,X64RKJlR1hA,"我很忙, On the Run, 2007, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 中國風, China Wind, 流行抒情, Pop Ballad, 氣聲唱法, Airy Vocals, 敘事性唱腔, Narrative Vocals, 鋼琴伴奏, Piano, 弦樂, Strings, 古箏, Guzheng, 浪漫氛圍, Romantic, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒, Healing, 經典, Classic, 素胚勾勒出青花筆鋒濃轉淡, 天青色等煙雨而我在等你"
暖暖,梁靜茹,V_BfEpRpf30,"崇拜,崇拜,2007,2000年代,2000s,台灣,Taiwan,華語流行,Mandopop,梁式情歌,Fish Leong Style,流行抒情,Pop Ballad,清澈嗓音,Clean Vocals,甜美聲線,Sweet Vocals,鋼琴伴奏,Piano,原聲吉他,Acoustic Guitar,浪漫氛圍,Romantic,甜蜜,Sweet,婚禮,Wedding,約會,Dating,咖啡廳,Cafe,療癒,Healing,經典,Classic,都可以隨便的你寫的日記,我想說其實你很好你自己卻不知道"
勇氣,梁靜茹,_hgxWv-I0Pg,"勇氣, Courage, 2000, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 情歌天后, Fish Leong Style, 流行抒情, Pop Ballad, 清澈嗓音, Clean Vocals, 情感渲染, Emotional Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒系, Healing, 經典, Classic, 終於做了這個決定別人怎麼說我不理, 愛真的需要勇氣來面對流言蜚語"
跳樓機,LBI利比,XUWwk956Ke8,"跳樓機, Jumping Machine, 2023, 2020年代, 2020s, 中國大陸, 華語流行, Mandopop, 流行電子, Electropop, 現代流行, Contemporary Pop, 甜美嗓音, Sweet Vocals, 明亮音色, Bright Tone, 合成器音效, Synthesizer, 節奏律動, Groove, 數位製作, Digital Production, 浪漫氛圍, Romantic, 活力動感, Energetic, 派對精選, Party, 約會, Dating, 潮流音樂, Trending, 節奏感, Rhythmic, 歌詞精選, 總是在失重與離心力之間搖擺, 你的愛就像是跳樓機一樣的刺激"
失眠飛行,"沈以誠, 薛明媛",6nwD2263zeE,"失眠飛行, Insomnia Flight, 2018, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 節奏藍調, R&B, 清澈嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 電子合成器, Synthesizer, 鼓組節奏, Drum Groove, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒系, Healing, 經典, Classic, 我想我已經習慣了失眠, 像一架失眠飛行"
訣愛,詹雯婷,PW_9zrNI_vc,"訣愛, Jue Ai, 2022, 2020年代, 2020s, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 影視原聲帶, Original Soundtrack, 詹雯婷式唱腔, Faye Zhan Style, 穿透力嗓音, Powerful Vocals, 高音爆發力, High Range, 鋼琴伴奏, Piano, 弦樂編曲, Orchestral Strings, 電子合成器, Synthesizer, 壯闊感, Epic, 悲愴感, Melancholic, 戲劇性, Dramatic, 經典, Classic, 淒美, Poetic, 滄海絕跡的痛楚, 一句訣別的愛寫下結局"
目及皆是你,小藍背心,I_eBdjTLvZ4,"目及皆是你, Mu Ji Jie Shi Ni, 2023, 2020年代, 2020s, 中國大陸, 華語流行, Mandopop, 流行抒情, Pop Ballad, 情感表達, Emotional, 清澈嗓音, Clean Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒, Healing, 經典, Classic, 習慣了你身影的離去, 目及皆是你是我心底最深的秘密"
家家酒,家家,wbSWTATfZ2c,"唯ㄧ, Still, 2016, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, Soulful, 靈魂樂唱腔, Soulful Vocals, 渾厚嗓音, Powerful Vocals, 鋼琴, Piano, 弦樂, Strings, 流行音樂製作, Modern Production, 療癒, Healing, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 經典, Classic, 深情, Emotional, 這是個家家酒, 這是個家家酒"
愛你,王心凌,3zuNDRrvIgE,"愛你, Cyndi Loves You, 2004, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 甜心教主風格, Cyndi Wang Style, 流行舞曲, Dance-Pop, 青春流行, Teen Pop, 清亮嗓音, Clear Vocals, 節奏感, Groove, 電子合成器, Synthesizer, 鼓點, Drum Beat, 浪漫, Romantic, 甜蜜, Sweet, 約會, Dating, 經典, Classic, 流行金曲, Pop Hits, 如果說你是海上的煙火, 說好想你愛你"
泡沫,鄧紫棋,Mblqb4rgGc0,"Xposed, Xposed, 2012, 2010年代, 2010s, Hong Kong, 華語流行, Mandopop, G.E.M.風格, G.E.M. Style, 流行抒情, Pop Ballad, 鋼琴搖滾, Piano Rock, 爆發力唱腔, Powerful Vocals, 高音域, High Range, 鋼琴伴奏, Piano, 鼓組, Drums, 敘事性, Narrative, 療癒, Healing, 情感宣洩, Cathartic, 經典, Classic, 陽光下的泡沫是彩色的, 泡沫 一一個泡沫"
有點甜,"汪蘇瀧, BY2",766b_EOWuk4,"萬有引力, Gravitation, 2012, 2010年代, 2010s, 中國, 華語流行, Mandopop, 汪蘇瀧式情歌, Wang Sulong Style, 流行抒情, Pop Ballad, 甜美流行, Sweet Pop, 清澈嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 節奏感, Groove, 浪漫氛圍, Romantic, 甜蜜, Sweet, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 經典, Classic, 摘一顆蘋果等你從門前經過, 是誰給予我溫柔的邀請"
星辰大海,黃霄雲,8eOPG_mfelU,"星辰大海, Starry Ocean, 2021, 2020年代, 2020s, China, 華語流行, Mandopop, 流行抒情, Pop Ballad, 流行交響樂, Symphonic Pop, 力量感嗓音, Powerful Vocals, 高音爆發力, High-range Belting, 鋼琴伴奏, Piano, 弦樂編排, Orchestral Strings, 激昂氛圍, Epic, 勵志, Inspirational, 情感澎湃, Emotional, 電影感, Cinematic, 史詩感, Grandiose, 經典流行, Classic, 我向你奔赴而來, 會不會我們的愛會像星辰守護大海"
心牆,郭靜,zQumuj8BJL4,"在豔陽天, In The Sunny Day, 2009, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 純愛系情歌, Pure Love Ballad, 流行抒情, Pop Ballad, 清亮嗓音, Clear Vocals, 溫柔聲線, Soft Vocals, 鋼琴伴奏, Piano, 原聲吉他, Acoustic Guitar, 弦樂編制, Strings, 療癒系, Healing, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 經典, Classic, 一個人旅行擦過昨天還來不及, 一個你一個我鎖在心牆那邊"
勇氣,棉子,1ngXmCcis5c,"勇氣, Courage, 2020, 2020年代, 2020s, 中國大陸, 華語流行, Mandopop, 流行抒情, Pop Ballad, 情感表達, Emotional, 清澈嗓音, Clean Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒系, Healing, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 經典, Classic, 終於做了這個決定別人怎麼說我不理, 我們都需要勇氣去相信會在一起"
你敢不敢,徐佳瑩,KOxki_utT4A,"理想人生, Ideal Life, 2012, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 佳瑩式情歌, Lala Hsu Style, 流行抒情, Pop Ballad, 情感爆發, Powerful Vocals, 細膩演繹, Expressive Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒系, Healing, 情感宣洩, Catharsis, 經典, Classic, 為什麼這世界有些夢, 你敢不敢在那之後"
煎熬,李佳薇,xTAoVO4IekI,"燒煎熬, Thank You, 2011, 2010年代, 2010s, Malaysia, 華語流行, Mandopop, 流行抒情, Pop Ballad, 鐵肺, Powerful Vocals, 高音, High Note, 極限演唱, Extreme Vocal Range, 鋼琴伴奏, Piano, 弦樂編曲, Orchestral Arrangement, 情感爆發, Emotional Outburst, 失戀, Heartbreak, 療癒, Healing, 經典, Classic, 夢見一段長長的時光, 煎熬是不是給的我不夠好"
